id,tweet,subtask_a
16694,# twitter . stop right head # twitch listen amazing friend grendy play # hatofulboyfriend . # voiceactor making ! url # supportsmallstreamers url,0
88221,# biggbosstelugu many # kaushalarmy cum @ user fan ... url,1
30357,"# conservative @ user 'tells philip hammond ' slash tax , ( rich corporation ? ) regulation - le worker environmental protection - 's no-deal # brexit | tory # brexitshambles # smallstate url via @ user",0
11021,# yehundinonkibaathai naina talk educating girl making responsible also make play sport . bang girl ! ! !  p : - shoe 's jealous face though burning🤣,0
26763,"# daysofsoloharry glad fan someone ’ trying change world kind people , ally , stand woman ’ right , donates different cause , stand gun control someone ’ successful still continues humble url",0
59708,"# castingcallshow fantastic ! ! first n't think going like finalist ' show , ended loving . ultimately voted amazing business opportunity anna ladd . funny really want hear .",0
78244,# brexitshambles # thursdaythoughts # eu # news let avoid future # bordercontrol queue ... # givepeasachance @ user @ user url,0
11813,# democrats.. ) yet hear one righteous democrat 'attack insist ' ellison resign 'he ' accused assault heard call cory 'spartacus ' booker resign 'admitted ' sexual assault ..the 'stink ' liberal .,0
16468,"# obasrants band ’ cover , missing good quality audience engagement ! look @ user @ user link url url",0
75637,"# lisaxmichaelkors sooo talented , love hr much url",0
71071,"# hurricaneflorence ... good , sporting pinhole eye strengthening ... url",0
17714,"# son , knockin fuckin park ... ... url",1
97610,"@ user @ user @ user okay ? anybody go eredivise score + goal . shit league . bundesliga team competitive euro competition . mexico ’ produced talent like pulisic long time . ’ okay , maybe guy one day .",1
63048,# kalyani stupid teenager . totally despise atrocity towards aunty anupriya . blame mom ’ death . stop listen anupriya side story make vile accusation # tujhsehairaabta # zeetvserials,1
30075,# kalyani stupid teenager . totally despise atrocity towards aunty anupriya . blame mom ’ death . stop listen anupriya side story make vile accusation # tujhsehairaabta # zeetvserials,1
74237,@ user ? seems 's terrorist attack probably is/antifa . still id look want get strawberry market completing form,0
60466,"# christian # america – go # trump ’ example , liberal support open border , guess conservative support school shooting . please explain make america great .",1
25685,@ user @ user @ user disingenuous person senate . senator would hide shame despicable behavior scotus hearing .,1
16333,# democrat # liberal # threatened # armed # nazi talk # disarmament # disconnection # military # lifestyle ? # broadcast # armory # killskills # rightfuckingnow url,1
78417,". wanted tell hang . think ’ fun ! also , lmao dick tongue ? people easily suck . haha kidding aside , aint want tongue dick look hella weird.. choice weird whatever",1
78760,# parikshitsolutions security incident rarely emerge fully formed flashing light alert . see ’ prepared testing skill following scenario . url url,0
78261,@ user # nbc # msnbc @ user held accountable inflammatory remake calling leftist fight .,0
40790,@ user 's proven fact gun control n't work.. look chicago ... n't worry others record . let 's talk selling uranium russia.. million russia..,0
63775,# boycottlevistrauss levi strauss team gun control group : ‘ simply stand silently ’ url,0
44108,"# analysis : supporter people 's party canada would likely bristle called liberal , '' belief fit classic definition . url don_pittis ''",0
98949,", definitely tad high puerto rico . democrat provide proof ? providing name , location , next kin ’ hard . hope ’ mind , holding breath . url via @ user url",0
74414,"# pickett # individual need part # team ! . ’ bit # loner within family # bowtruckles , feel bit # bullied , # attachment issue . also incredibly # agile great # value . '' . # teacher # parent # atypical @ user @ user url",0
51525,# avalanche 'm sorry ! see ! love ! asshole ! know # maga,1
84550,# ff @ user alien future  url,1
19499,# creampuffs # hollsteinforever quick reminder 'm giveaway anyone attending # clexaconlondon . interested attending natasha 's improv workshop dm reply put draw free ticket . entry close midnight / gmt,0
23530,"# familiarwife jh-omg , crazy wj-wait ! ... .yes , interested assistant manager cha bh-you guy look like good pair vo-are '' ? sit jh-do n't ! wj-lets live life . let news-collision hwy , congestion jh-woo-jin~ url",1
84034,"# bronco hc vance joseph phillip lindsay : good football player , running back ... '' ''",0
79051,* . celine_swittins follback erza_jullian # openfolbackceline_swittins,0
93740,# restorehumanity # antifa • september : stop fascist nvu # amsterdam : url ht @ user,0
54366,# bronconation # bronco # broncosvsseahawks # broncoscountry crue excited win enjoying cupcake go bronco url,0
57284,"# thingsdarthvaderwouldneversay yup , white mask privilege 's finest . always trying keep black mask # blacklivesmatter # qanon # antifa # alexjones # infowars # starwars # maytheforcebewithyou # thirdshiftzombies # podcast # radio # whitesupremacy url",1
82565,hair pink  url,0
59700,’ saying cool feel type way me.. speak fuck .,1
13433,# cuckservative traitor worse fortnite player url # conservative # triggerwarningradio,1
80197,"# barbara boxer liberal want use rape political tactic ! better hard evidence ! word n't evidence ! ! ! called hearsay . note , could say ' ' cornered bathroom , put hand ' year ago . prove wrong url",1
90353,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user gun control n't stop kid people getting murdered gun . chicago gun control decade multiple shooting every week .,0
36496,# selfcareseptember making difference ! @ user @ user @ user @ user @ user @ user @ user @ user @ user url,0
93321,# fauxprogressives ’ done # corruptdemocrats year ’ proof ! ocasio-cortez endorses cuomo cuomo flip progressive url via @ user @ user # liberal # corybooker # ocasiocortez,0
79309,# constitutionday 's odd alt right conservative say ruining constitution want # guncontrolnow one ruining constitution getting upset foreigner coming land white wanting live,1
80637,"# coercedintoxication staring favorite , 'm feeling effect . feel vulnerable # forcedintox # coercedintox # femdom # findom",0
50793,"# andrewscheer want support # canadiancoalitionforfirearmsrights , seeking weakened # guncontrol . # cpc compromised canadian ’ safety enough vote diluting control . many life lost # conservative care ? # cdnpoli /via @ user url",0
84239,ready sit watch indakurate passcott play football ?,0
47834,"# eric stall-well , democrat cali.should worry fixing state , instead trying muster sympathy , liar , prof. hunt ! fox news ! see liberal fox balanced , give side .",0
65426,"# sukhduasamaj_theprayinghands sc also added person surgically change his/her sex , entitled changed sex discriminated .",0
81354,# florence list : url hurricane florence feed .. # trump # maga central # va | @ user great summary impact blacksburg national weather service . severity go overnight . .. # vawx url |,0
14479,dick . url,0
47696,# liberallogic # kavanaugh look predatory . therefore 's guilty . # liberal dangerous people govern anyone anything . url,1
75438,# ishqbaaaz let join cast.. there.. must shot scene jiffy going vacay nothing groupbaazi # shivika focus groupbaazi consists couple there.. shivika scene toh clip mein nehi thi..,0
11699,# child mixed .. # genderstudies crap # socialism .. yeah like see one coming ! # mega # mbga # maga # mcga # conservative # patriot # protectchildren url,0
62379,# lockthemallup # strzok # mccabe caught destroying evidence leaving fbi ! ! # draintheswamp # drainthedeepstate # maga  url,0
71294,# breaking . # greece : molotov cocktail fly protest honouring killed antifa arti ... url via @ user url,1
55633,"# orrinhatch ’ believe sexist , clueless , old fart get weigh another woman ’ charge supreme court nominee . spouting old nasty shit spewed + year ago anita hill . time ’ ! good riddance neanderthal !",1
43864,"# brettkavanaugh ... . social issue one justice kennedy , area growing daylight conservative , example area administrative state , incl . epa ... .",0
40013,"# chicago # democratic_party_stronghold # highly_diverse_population , # gun_control_laws large # radical_left_establishment . # obamas continental usa base lived many year . think horrified news , url",0
30399,# nowplaying arise ( good ) - william murphy url url # chronicleschristianradio # ccradioco,0
47886,". people disguised good guy , wearing black , concern bystander shot - fbi , antifa , vega shooting",0
87934,". ( part ) n't think hard come gabriel . 're lizard themed , glitter bombing , antifa mech pilot using superhero power take corrupt logging company . 're buff lesbian heart uniform . literally 's love ?",1
46232,# saynotoshiasunnifight muslim muslim shia sunni,0
21869,anybody else wake tired put cologne toothbrush morning ?,0
35976,# aiatraveltips always monitor luggage airport . leave luggage unattended accept unopened package . -- -- # tip # travel # explore # aia # aircraft # airport # caribbean # destination # travelling # connect # traveltheworld # adventure # adventure # luggage url,0
59337,always good day get new member site url,0
57732,"# repost theleadersmindset • • • hola leader !  type “ ready ” ready follow step . - “ set goal , stay quiet , smash shit , clap damn… url",1
17563,"antifa attacked cop , arrested rally denver , medium blackout url",0
55899,always bond dani minogue target pant,0
47396,st century hit : n't cha pussycat doll feat . busta rhyme . url,0
46717,"# realsmart answer : step # # realsmart journey ! course offered ubc behalf real estate council bc correspondence . registered , set take # realsmart course ! url",0
78260,"# vt : @ user back @ user first time since year . pole $ , win vermont . update @ user url",0
22695,another one bite dust ... url,0
27455,"# liberal / # democrat stand . , # walkaway url",1
83466,# beeto demonstrated lose election # texas url # maga @ user # rkba @ user # dvc,1
48657,bitch thinking nigga money tf ’ .,1
89635,*extremely* back bullshit . url,1
52335,# killshot easily show ya rap god hail @ user,0
27360,# cnn analyst dems seeking another fbi investigation : ‘ ’ want politician telling investigator ’ url # sitroom # thelead # outfront # ac # npr # pbsnews # pbsnewshour # tcot # tlot # maga # sgp # nyc # boston # baltimore # cleveland # chicago # milwaukee,0
53971,# democrat baldwin fundraises k street firm working pro-bono gun control lobby # # walkaway via @ user url,0
89603,fucking year . # mytwitteranniversary url,1
86611,"# dems disgusting . believe woman accuse conservative abuse crime . liberal accused , ignore accusation . url",1
44222,# np id/psa - leaving commercial | # hearfdr | url,0
41078,# crew eminence front . 's put-on . # msm fall fake issue prop # political # hacktivists expert . '' url # tcot # emolument # conservative # emolumentsclause # law # lawyer # mediawatch # fakenewsalert # fakenews # mediabias '',0
44625,"# authorconfession day : tree mc 's favorite ? tried ask lisette , responded tree flower . n't know , wo n't give straight answer . usually , 's difficult , suspect teasing .  url",0
21197,# nattyanplaying aozora train - sish ( high ),0
12193,# christineblaseyford harassed member antifa radical arm democratic party funded george soros . # voteredtosaveamerica,1
73484,# antifa excellent idea url,0
96283,"# iou project demonstrated quality whitepaper . ico-investor , 'm strongly recommend explore , rate please . # ico # crypto # tokensale url url",0
78289,# blocktwitterads twitter stop shadow banning conservative .,0
29485,# kavanaughconfirmationhearings # tuesdaythoughts woman support # kavenaugh fill hearing gallery . pack full disruptive liberal cant get stand unison kavanaugh testifies *** solidarity ! cc : @ user @ user,0
67024,@ user sure guy call 'authoritarian left ' include gun control group left ?,0
97430,#  # baekhyun exo x mlb f/w @ user url url url url url,0
63985,cent call joe budden 's bullshit '' instagram url url,1
65505,# potus # realdonaldtrump # gop # lpnational # thedemocrats # qanon # blacklivesmatter # antifa # isi # davos # california # foxnews # cnn # wsj # nyse # wakeupamerica # maga # mypatriotsupply need ... / url,0
29697,# naomiosaka folk . # usopen future adorable talented,0
26695,"@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user city chicago , democrat run strictest gun control nation . ''  white supremacist running office republican url via @ user",0
86529,"# callthevotealready democrat , game . conservative , 's fight way life . end game . game . session , please job . ashamed allowed happen . pray like never .",0
37332,# maga ... . sound fair . url,0
80612,# jiyoonfact huge fan beyonce want sing well . sang boy predebut .,0
89438,"# conservative know everything @ user rejected # eu british people , tory mp 's need step 's failed # brexit domestic agenda # maymustgo # chuckchequers url",0
68755,# muskokalakes mayoralty candidate terry ledger say running mayoral campaign via social medium . say speaks volume kind behind-closed-doors mayor plan . say muskoka ? give u opinion . url,0
53675,# greatawakening # qanon # patriotsunited # wwg wga # areyouawake awake see clearly 🧡 check video url url,0
31195,@ user $ million buyout could easily go cable news ’ path chooses . good !,0
20522,"# bb actually question people want jc win angela ? way meaner , say n word repeatly , make fun eating disorder , sexually harasses houseguests.she much underdog win dont use excuse . # bb # tangela",1
52866,"# newvideo  sex toy , anyone ? url url",0
65428,# bestwaytoawomansheart wake napping,0
94260,surprised start top ! ! ! karma bitch watch ! ! ! ! url,1
93256,@ user sure send left 's antifa thug .,0
78364,"# notetomystalker n empire : remember one thing , may incumbent central govt india , nature . life , ancestor parent lived true , nature get . trapping nature trapping , time tell !",0
70324,alright let get right god bc mother nature like fuck human url,1
96847,@ user # farticus maybe,0
89329,# hillary @ least # angrydemocrats # worldwarq # wwg wga # maga # redtsunami # americafirst # walkaway # truth url,1
40929,"# codetrainqueens rachel joined codetrain helped organize codetrain app developer bootcamp trained front end developer . currently community manager , ardent advocate digital skill youth , especially woman . keep shining , rachel ! url",0
24798,# moviefightslive @ user @ user thinking ... know ... url,0
99947,# boycottlevistrauss supporting leftist gun control orgs . url,0
94203,# youaremyidol idol boi 's  'll never change ... 've taught alot continue teach thing help difficult little big thing life  thank-you bb ! @ user url,0
11100,# antifa recruiting designated # terrorist organization url,1
83240,# hypocrite # democratshateamerica # liberalismisamentaldisorder everything liberal touch turn absolute shit ... url,1
14591,# nationaldayofencouragement # twitterfamily ’ amazing way  url,0
66094,"# happyrmday bought pizza chocolate , enough money cake plan make tradition , buy pizza birthday loved one .. even acquainted never meet , still close person mе thank luv u   url",0
59164,"# republican put wallin budget..you going loose pres.trump follower . u r , support url",0
90036,# liberal pushing # gayagenda # republican pushing # zionistagenda,0
24047,# vaquitamarina # savethevaquita @ user @ user le # vaquita left ! ! ! ! extinguishing ! ! ! please help ! ! ! voice ! l ! url,0
81890,@ user @ user said medium money soros dip shit water creating civil war .,1
26010,"# liberal dept # agriculture paid $ , presenter shoot bio security video # auspol # lnp # nswpol # springst # qldpol @ user @ user @ user # lnpmemes # lnpwaste url",0
72037,# texas ted cruz campaign sending people solicitation disguised official looking county summons . elderly resident confused notice appear . skeezy . url,1
56312,"# success # health show best way create exclusive , online 'traffic economy ' never short qualified prospect sale url url",0
10860,@ user @ user lem guess ? gun control . ’ anyone talk ? ’ canadian even know # whyme,0
38829,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user really n't care 's married black man - clueless real problem black people facing america today .,0
78301,tf . saw shit . url,1
56599,@ user # fakenewsmedia # enemyofthepeople ! want control mind controlling information get get . # stamendment may protect # elitist # propaganda legitimize make palatable engaged public . url,0
94607,anyone find m*neta 's behavior funny fuck die,1
72531,# goodmorningamerica # tuesdaymotivation # thankyou # fathergod # americanpeople begin see # truth # governmentcorruption @ user @ user @ user # mediacorruption # noredaction # declassifyfisa # declassification completely # obama # hillaryclinton # lie # leaker # liberal url,1
37214,"# stopthebias # redcensorship account suspended apparently promoting hate speech '' , yet # antifa terrorist organization actively running . since customer service refuse reply email , care explain make sense ? @ user url",0
84952,"# bepannaah - bepannaah – hand , bepannaah top list adhiyal aditya trying convince ziddi zoya love giving u lot ... url",0
98575,"@ user difference stated , inane asinine comment solidified bring fact truth , lie bullshit . present single shred credible evidence support single thing 've said . lie 've got .",1
58342,@ user damn felt shit . loud lol,1
53914,"# myprotege , # k # master # teacher excited report proud owner supporter product made @ user @ user # bravo ! # usopen",0
76324,"-tsk stay ... . drop foto han jisung dong , please ... . ",0
18730,"year ago today , taylor swift released smash hit ‘ love story ’ . quote tweet telling moment first heard song # yearsoflovestory url",0
39429,# msnbc # hardball @ user bingo absolutely correct bring president obama . ’ get president obama humiliated white house correspondent dinner guarantee definite driver hate president obama,1
72893,"@ user yes , supposed believe kavanaugh , seemed heavy drinker high school , perfect memory everything , mixed . '' blame victim . equivocating/misrepresenting , believed . ! # stopkavanaugh ''",0
18786,# cnnisfakenews @ user @ user wonder rating suck ... # cnnisajoke # fakenews # maga url,1
61004,# liberal lying - nothing new claim ’ track meet # emission target false url # auspol # lnp # nswpol # springst # qldpol # wapol @ user @ user @ user # lnpmemes url,0
46603,"# chef , need new pan ? find looking url stock top brand beka chef , mauviel woll . 🥘 # chef # restaurant url",0
73236,@ user # boycottthenfl particularly @ user,0
35785,$ b album definitely worth fucking wait,1
84045,"day bbc radio ’ festival day , decide tell u headline act ’ coming anymore . thanks lot , ’ paid fortune see tonne act shit interest ",0
67049,# joescarborough vile excuse journalist '' . criticizing # trump yet refuse come clean death intern office . stop talking everyone else start talking involvement # loriklausutis . @ user,1
57804,@ user fan happy . spread love learned appreciate support lgbtq . love never failed make happy . love harry style harry style best .,0
82273,’ nobody shit ask ... including .,1
68340,"# power # lesson - certain testimony come rest come strength wicked removed . - major vacuum life whether aware , attracting mockery . # september # remember # day url",0
78646,@ user - long jamule .,0
13582,"# missing : imelda algiers last seen p.m. sunday . ’ ” tall , weighs pound , white hair . unknown imelda wearing . imelda diagnosed alzheimer ’ disease . # westbend url",0
36455,# myuniqueheritage get irish dad side family since last name irish cause ’ proud irish url,0
98994,"# travel # movie unix # fortune combined visit # salisbury , see sight , wherever go , old , travel international spy ? find centre vast international conspiracy return home . recall recall recall .",0
92967,# saveshadowhunters # malecforever read mansikka 's latest cause awesome . url,0
70762,@ user $ $ $ well spent ... panthers..douch,0
98216,"dreg society '' ... labelingand dehumanizing conservatives.i suggest , , conservative keep ammo dry gun loaded..if fascist liberal left think conservative go quietly internment camp slaughtered street need reality check . url",1
42113,# sonntagsfrühstück # deutschland ! #  hand drawn world teapot perfect addition breakfast table ... #  🥒no matter world !  url,0
61889,# themanynotthefew need country recognises everyone society pick sod rest like @ user austeritity working class people need rely rich got richer back poor dont let tory carry,0
30365,@ user killary stricter gun control work . looking chicago strictest gun control law country seems problem shooting nearly everyday . please explain !,0
68518,"# brexit dead . eu state wo n't cooperate , conservative viable plan keep alive . must new vote carry playing central role eu , buried brexit . url",0
37649,# feinstein cant say anything truthful . loers liar . url,1
21394,# boycottlevistrauss levi strauss took public stance second amendment singled pro- customer . read levi 's anti-gun initiative : url url,0
14582,# lifeisbutepu sex anytime want single,1
88487,# wfmmc talented team prestigious project . excellent project promote big market project . # wfmmc # ico # ekolong # sripuptruzman,0
21714,# celebration # germany # german .. yeah kind expected happen across western world # securityfears # maga # mega # mbga # mcga # conservative # patriot url,0
50821,"# clinton # monsanto # bayer # bigpharma # roundup # glyphosate # gmos ' ... age progressive demand full transparency issue matter — immigration , gay marriage , gun control — hillary ... wrong side ... .'url",0
57793,"# , sheriff wayne ivey . cspoa ? - yes , seems 's well . url",0
55400,"# ccot one leading conservative hashtags . get tweet read , add # ccot ! christian conservative twitter # christian # conservative # libertarian # evangelicals # catholic # charismatics # nondenominatinal # spiritfilled # tlot # tcot # hannity # teaparty # maga # trumptrain url",0
59751,# nigeria # naija # ja 'you incompetent leader nigeria ’ history ' – atiku blast buhari url championnewsng via url,1
66470,# nowplaying death cab cutie / tourist / code key [ @ user  url,0
92215,"# emmy well , ex-crackheads liberal democrat ; ...",1
11122,"# conservative # outraged '' # theyknownothing , especially @ user url",0
87139,@ user girl talented best friend ethan brought u together . please notice talent . @ user @ user @ user please🧡🧡🧡🧡🧡🧡🧡🧡 url,0
17311,/ / : pm temp . dew pt . barometer . inch rain . wind . mph hi . : pm low . :,0
89392,"# conservative vote vote vote , take two friend poll midterm nov. # nocomplacency‼‼ url",0
22311,@ user # diversity work joining new group want part team . # islam hate every non-muslim # fail # unicorn,1
88188,@ user [ set make realize much taller . . ca n't reach . ] kiss .,0
35503,"... want shooting death , listen aclu , black life matter , antifa . want public safety , listen police professional studying year . '' -ag jeff session url",0
75125,// want kick twitterfuck as .,1
49210,# menfesswglca : @ user dremiest dream come true ever . :,0
21354,"# faileddemfeinstein quit decade ago . disgrace . feinstein blame gop kavanaugh accuser stay mum , admits ' ca n't say everything 's truthful ' url",1
48965,# cheeringthechutiyapa woman ... ..lol url,0
88939,"@ user @ user @ user @ user @ user @ user really ? gop n't even seen letter yet . sham subtle banana pool table wo n't , cant , see . difi throw hail mary @ th hour , cry foul . elast ford wo n't antifa coming burn house . dems going , hard .",0
22594,@ user @ user @ user fascism also liberal antifa according meme .,1
45855,# ripmacmiller loved .  url,0
59159,# creagboy running around mcdonald 's urgently telling kid future .,0
77395,# englishpashto though 'm pakhtoon english : cute kid pashto : da marra khasta bacha dey,0
90492,"# jpna @ user @ user vasay , ahmed butt , sohail sahab performance , loved movie core , st # pmjg # jpna humayun shaan , fahad grace , class pakistan cinema safe hand",0
19410,@ user fuck,1
67211,". @ user keep going back well charlottesville ? realize good people bad people , side . antifa caused quite bit violence damage . people watching , people statue removed",0
35940,# cancer 'rising around world ' url @ user @ user,0
33394,". grown as woman , probably year older currently spreading rumor rather talking , nice work got satan ",1
96543,@ user someone know dress ! rocking shoe well .,0
45271,# antifa # philly : keystone united exposed part : robert melissa gaus url,0
56513,# conservative ’ care post..it ’ @ user propaganda.. url,1
59691,# idiot nothing beneath ? lol . fool liberal ! # maga # kag  url,1
34864,# !  # mosadi !  # discern season # wise builder # team player # full fire full holy spirit thanks @ user dr chantal inspiring event thank @ user  url,0
97956,@ user # impeach # maxine # water . tide flow way .,0
49164,# piperthepup sends love everyone might affected unwelcome # hurricaneflorence week . looking forward trying @ user ( least crust ) get delaware . url,0
14273,# disarmthem # antifa good luck sweetheart url,0
38323,"# agjeffsessions : “ listen aclu , antifa , black life matter ’ want chicago shooting ! ! ” @ user @ user # ashallnotbeinfringed thank @ user url via @ user",0
84848,/ democrat give vocal minority become socialist ? think . think shock see confused party 's official rhetoric odds hey see experience . antifa thug true violence ...,0
41997,@ user kindest explanation tone-deaf . 's hard feel kind ilk repeatedly .,1
56637,"# amazonpets etta tricky photograph colouring , beautiful know . charge , first dibs treat , shout attention whenever come house . kill wild rabbit hang hutch . url",1
65514,# germany : happens try intimidate wrong guy ! # maga url,0
19815,# sugardaddy retweet would like share meme talk dumb shit . cuz baby ’ broke shit love rich url,1
36737,@ user sam 's sam ... resting 's adorable,0
97410,# geoffreyowens nigga ’ really understand ... level career pursuit,1
18782,"# fridaynightfun ! ! halloween event starting week , course find event looking forward year . obviously , n't . many . url",0
77746,"... death _metal_ ? want death metal ... tell , hateful keebler elf , death metal ? ? ? ? url",1
42925,# saynotoshiasunnifight day judgment asked whether shia sunni . asked deed .,0
17704,"# kavanaugh disciple anthony kennedy , ed liberal w/ unconstitutional opinion ! 's trump 's con con conservative 🤔ing # scotus moving right ! @ user smart , 'd everything get bk  . wo n't ! idiot ! # tuesdaythoughts url",1
61674,# america ... tear # wall ! url # tcot # partisanship # trump # thewall # borderwall # liberty # civilsociety # think # conservative # democrat # progressive # liberal # independent # libertarian # gop # dnc # criticalthinking,1
42419,"# # make time pulled , @ user , @ user th time 've posted . pull , 'll repost . eric holder gun control . url",0
83463,"$ , iphone — gulp . tech reporter josh mcconnell break feature price point apple ’ new line url @ user url",0
39860,dickhead ? ? ? ? probably yes,1
93586,"# trump # maga| @ user @ user # elizabethsmart captor ’ early release : “ time mental hospital , unfortunately , nearly six year getting credit , really bringing system much earlier. ” url",0
22189,"# spidermanps everything expected far . gameplay fun suit gadget pretty unique use . feel like playin mixture batman arkham uncharted series , spidey beat . cant wait keep playing , thx @ user !",0
39918,# conservative ride one out‼ # votered # voteamericafirst # votedemsout # americafirst  url,0
51726,# conservative # joinukip # voteukip . ! url,0
86382,e eb : battle id need backup ! lvl celeste omega url,0
20568,# conservative n't value gender equality . value way ( think ) thing always . quote # bible support men 's dominion woman . 's many # republican justifying # kavanaugh 's rape year old normal male behavior .,0
14923,% world ’ population live # city . finding solution help people move freely sustainably global priority . # electricscooters key role play . # climateaction # airquality # mobility . read study : url,0
53787,@ user beyond famous . lalisa manoban  url,0
53660,"# sukhduasamaj_theprayinghands saint dr. msg insan renamed eunuch ’ society respectable name i.e . sukhdua samaj connected mainstream society providing equal opportunity education , employment status third gender url",0
61551,@ user obvious quietly,0
21826,( cr tikal voice ) smef as cheek,1
80230,# jiyoonfact huge fan beyonce want sing well . sang boy predebut .,0
24974,# investment # leadership # preparation thx @ user sharing yr # infrastructurereportcard guidance @ user url # maga watch rust away ... url,0
56257,"# colorado : boy , , arrested , cuffed dragged school —wait it— # metoo allegation feminist classmate url # teen # feminism # parenting # kid # ccot # maga # homeschool",0
61311,# greatestthingsaboutthe liberal loved @ user,0
79934,@ user 'cause everyone know real leader fall van like sack potato ... ..,1
96418,"# marketingtips # listbuilding 'm going show build private , online 'traffic economy ' never short prospect sale url url",0
55048,# boycottnike campaign must continue grow paying overseas staff $ . hour okay staff '' . exploiting poor women/men world . american stand . url,1
77625,# conservative poison everything touch '' url # tory # conservative # labour # labourparty # libdems # ukip # snp # gop # uk # america # canada # europe # politics # ukpolitics # cdnpoli # pnpcbc # auspol # polcan # socialchange # eupol # uspoli url,0
10252,"# preach # badcompany ’ know shooting star , ’ know  url",0
63128,@ user somewhat know thats like . best friend stopped talking gun control issue -_-,0
70740,# bb say let flip gitls alliance ! jc tyler since think mastermind ! th @ user ultimate blindside ! three girl final three kaycee win !,0
34034,# believe fat belly insulin resistant remedy without medicine fasting ... info url url,0
92341,# nowplaying march antifa - sickboy - shake hand clenched fist url,0
84419,# conservative # dwp ’ secret benefit death review : investigation death double two year . # crimesofdwp url via @ user,0
72634,"# emmyawards let liberal pat back , pushing socialism making million pretending real hard working people tv show .",0
18825,@ user # duckduckgo ! ! f google !,0
70424,# california pushing new # gun control # law – legal brief ~ video ! url ( via @ user ),0
35265,*icymi* reason fascist desperately trying find anti fascist tennessee . *this n't want see* including league south member '' organizing group etc . share widely url,0
44869,"# art # culture bojack horseman recap : apology tour : episode bojack horseman taken social issue . last season 's gun control episode stand shining example , show always ability.. via url url",0
22047,"# watch # kavanaugh # shenanigan unfold dc , ’ reminded one simple truth : people ’ care u . all-inclusive u . ’ care conservative progressive , people color otherwise , christian , woman , lgbtq , none u . ( thread )",0
66950,# charlottesvile speech # trump 've given . url # tcot # cville # conservative # charlottesvillekkk # liberty # gop,0
57443,# conservative left # frustrated # congress pass big spending bill ... # tcot url,0
76833,"# news jeff session : want death , 'listen aclu , antifa , black life matter ' '' url # cnbc ''",1
22502,@ user better .,0
44206,# happybdaypmmodi one may hate . u agree hard working pm india ever witnessed. url,0
82044,"# robertpoeti want explanation '' auditor general # quebec conflicted # amf investigation ! perhaps ca n't read ca n't follow trail evidence prof conflicted url # sad . # corruption , # nathaliegdrouin , # pennystocks ''",0
24929,"# rimmy antifa @ user calling death bourgeoisie , good man @ user @ user",0
55832,# david # miliband # davidmiliband flew away # newyork # u # liberal # democrat - flee # corbynists hatred jew,1
32056,anyway game suck : ),1
76339,"take someone 's silence pride , perhaps busy fighting self '' . ~ ali-ibn-abitalib ( r.a )  ''",0
21266,# nintendo # animalcrossing # smashbrosultimate little late ... adorable ! love isabelle url,0
83591,# nowplaying kierra kiki '' sheard - url,0
67841,# ibelieveblaseyford liar fat ugly libreal # snowflake sold get cash ! ! dems iran ! spoke # johnkerryiranmeeting ?,1
93576,# charitytuesday join u take disabled woman age # votetory @ user @ user @ user @ user # r today url,0
44218,# maga dems using false allegation kavanaugh sexual assault bargaining chip release classified doc president trump .,0
51732,@ user 've watching ... .she team . insight president 's sure .,0
74605,@ user # nfl ( long )  url,0
58487,# lidc f believe julieanna godard leader work many digitally driven industry . leader established network creatives team influencing promoting business many young entrepreneur well . @ user,0
74006,# # art # # kag # maga # patriot alfa warior lion roaring wh ! # super # hero # trump # vote  red viktorius warior ever defeating enemy w/in ! # liar # liberal # politician # nwo # congress u gov deep unity w/ djt gutsy gt intel ppl u url,0
94427,# conservative represent canadian . authoritarian scum . # cdnpoli # onpoli url,1
96594,# ford 's attorney say 's receiving death threat move family safety '' . 's proof # democrat # antifa promote circus ? '',1
85447,"# maga # kag u.s. becomes eu ’ top supplier soybean , strengthening president trump ’ trade deal - url",0
62689,# scottgimple ruined # thewalkingdead # feartwd . hope check cash forever never get another job . # amc,1
72609,# pnp . result yet pnp vice presidential race . supporting damion crawford feel comfotable .,0
25047,# betoorourke continues attack @ user push # guncontrol @ user url,0
35968,another season tom brady give nigga,1
99924,"# wcw go beautiful sexy @ user without would lost , brought dark light world . love much . url",0
34665,# weloveshawnbecause reason whole # mendesarmy smile everyday seeing happy make million u happier,0
45053,", , , giving # antifa asked . problem ? url",0
56232,# chequer chuckers . reminder @ user @ user  eea/efta ( norway ) ruled . move ceta+++ ( canada ) url,0
62051,@ user one favorite quote internet . confident bend math . 's hardcore .,0
69036,. biggest accomplishment ? school,0
14516,# lifeisbutepu black say word nigga '' . feel nigga ? ? ? url,1
29514,"# emmy host # michaelche say # onlywhitepeople # thankjesus award show # republican , # excrackheads ! # liberal one # pope ~ # republican # excrackheads ? # emmyawards roasted mocking middle america , rating hit all-time low ! url",0
75770,# staffpick : ' human right crisis ' : u accused failing protect citizen gun violence url,0
89749,"# benjones , assistant director @ user @ user republican party , conservative , future capital punishment . url @ user @ user @ user @ user @ user # deathpenalty",0
