,id,tweet,subtask_a,subtask_b,subtask_c
747,45922,"@ USER @ USER @ USER Of course . Self defense . The well-known standing someone else 's ground '' rule . She wa the only one armed , the one entering his property , the one starting the interaction , how the actual fuck is it self defense ? Seriously dude , do n't you have a cross to burn or something ? ''",NOT,,
748,89453,@ USER And honestly it ’ s ridiculous.. you are grocery shopping there is no need to be like That,OFF,TIN,IND
749,22946,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER Little known fact Balaam raced donkey and gambled on race . One day his fastest as wa winning the Jerusalem sweepstakes . And right before the finish the as lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest as !,OFF,TIN,GRP
750,89440,@ USER @ USER @ USER watch it again . For cry out loud he is talking about Joe within the first few minute .,NOT,,
751,75611,@ USER @ USER @ USER if she were a true Krishn bhakt she would n't even care about presence or absence of such law ... she would be above such issue ... a typical Chandigarh mentality of one up manship she is caged in ... call her anything but Krishn bhakt.. like who care about what she is doing ...,OFF,UNT,
752,88594,@ USER It 's been up since Sunday night . He is a sloth .,OFF,TIN,IND
753,40317,@ USER @ USER SOME THINGS NEVER CHANGE ! In # SCOTUS Clarence Thomas ’ s # HighTechLynching by @ USER @ USER & amp ; @ USER # MAGA FIGHT BACK against these lie ! # ConfirmKavanaugh @ USER @ USER @ USER @ USER # DJT # Kavanaugh # MeToo URL,OFF,UNT,
754,55619,@ USER You are awesome ! I am so thankful I know you !,NOT,,
755,53551,@ USER @ USER Bitch shut up he building his self esteem,OFF,TIN,IND
756,24797,@ USER @ USER @ USER @ USER @ USER This hand signal is used by ignorant people a a signal of white supremacy and by evil people who get a lot of satisfaction in the idea of pissing off liberal . We should ignore both because display of ignorance and hatefulness don ’ t deserve our time and attention .,OFF,UNT,
757,50046,@ USER Does n't any remember John McEnroe ? What 's wrong with people today ?,NOT,,
758,46987,# USA # UK and probably # Europe and # Australia With their level of intelligence ? Weez all stoopid y'all ! # MAGA # MEGA # MBGA # MCGA # Conservatives # Patriots # Celebrities URL,OFF,TIN,GRP
759,97760,@ USER When are the Republicans going to learn that Democrats hate conservative .Vote Thursday,OFF,TIN,OTH
760,93497,@ USER I thought this wa more Antifa training at first ... 😉,NOT,,
761,76966,@ USER Good thinking,NOT,,
762,80216,@ USER It 's a political hit job gleefully pushed by # FakeNews @ USER and their puppet little Jimmy @ USER Liberals always finding new low ! ! !,NOT,,
763,81704,@ USER @ USER Isn ’ t that the Amazon bitch from Antifa ?,OFF,TIN,IND
764,39732,@ USER She is very beautiful also her hair .,NOT,,
765,57305,@ USER @ USER @ USER @ USER @ USER @ USER @ USER Lie about what ? Certainly not about you throwing gun control & amp ; accountability out the window once an illegal is involved . And “ a ” hollering ? Are you seeing shit AND hearing voice ?,OFF,TIN,IND
766,43432,@ USER @ USER Neither do conservative with May at the helm,NOT,,
767,42770,@ USER The letter could be seen a a dog whistle to ANTIFA to inform them about the event and jeopardize the safety of possible attendee . '' Except it wa an internal email . How is that a dog whistle ? '',NOT,,
768,38438,# Democracy doe n't have a finishing point @ USER & amp ; @ USER ! It is an ongoing process ! URL,NOT,,
769,87737,@ USER Just one more proof that the dnc hate the cosnstitution . this is exactly what pres . Washington warned u of in his farwell address . the dnc hate the constitution because it stand in the way of their totalitarain agenda . maybe that i why they push both socialism and gun control,OFF,TIN,GRP
770,95718,@ USER Hillary is a good reason to keep the electoral college .,NOT,,
771,73093,@ USER Crazy man😂,NOT,,
772,74916,... by marginalizing conservative politically ( not civically ) for a generation . Relegated to minority status . Ideas thoroughly disproven and ignored .,NOT,,
773,28821,@ USER @ USER About / of the conservative I know are pro LGBTQ .,NOT,,
774,80360,@ USER @ USER Yes sir !,NOT,,
775,50771,@ USER He is a beast,OFF,TIN,IND
776,48414,Canada Spiralling Out of Control URL # trudeau # qanon # cbc # maga # ctv # bbc # tcot,NOT,,
777,14411,@ USER @ USER I will retweet anything to do with the terrorist that call themselves antifa,NOT,,
778,28248,@ USER You are all brother,NOT,,
779,59342,@ USER @ USER @ USER Did you even read the article in the link ?,NOT,,
780,51258,@ USER @ USER The NFL is still a thing ?,NOT,,
781,60966,You you have committed so many crime . No care what a liar ha to say . You belong in prison . # MAGA URL,OFF,TIN,IND
782,92369,@ USER You are too kind sweetie x,NOT,,
783,42087,@ USER The off and on gun control debate start again .,NOT,,
784,45019,@ USER HAHAHAHA omg these people . They thought they would have their way FOREVER . Idiots,OFF,TIN,GRP
785,44213,@ USER inb antifa is n't an extremist group ! '' Source : `` Antifa : The Anti-Fascist Handbook '' by Mark Bray URL,NOT,,
786,84724,@ USER Fool on the Hill !,OFF,TIN,IND
787,98631,@ USER Why of course . Liberals reject truth and accept falsehood . That 's why they do n't believe Kanaugh and believe Ellison .,OFF,TIN,GRP
788,80795,@ USER I ’ m very excited to buy more lol . The lady at the con all her manga wa $ and she told me some other con she ’ s gon na be at so I wan na go to this one in Chicago next year 😂,NOT,,
789,16691,@ USER @ USER the nose distracts from the news,OFF,TIN,IND
790,56181,@ USER Thank you Ms Desanctis ! I 'm comforted that not all conservative are letting their ambition blind their conscience . Sexual assault/harassment ha been a plague on society for century - that should NOT make it a conservative or traditionalist cause !,OFF,TIN,GRP
791,54436,@ USER Buh Buh snowFlake,NOT,,
792,96139,@ USER You are TRIPPIN . Stop jumping to conclusion .,OFF,TIN,IND
793,93515,@ USER @ USER @ USER @ USER @ USER @ USER actualy im pretty sure if you banned all gun that would definitely stop criminal from getting them . But no one want to do that . but by your logic are n't Gun Control law better than not having gun control law ?,NOT,,
794,71104,@ USER This sicko think that others scheme and lie like he and a lot of the liberal do . Remember Rham Emanuel ’ s famous quote “ You never let a serious crisis go to waste ”,OFF,TIN,IND
795,11020,@ USER battering ram used by liberal ; sex & amp ; racism . It is sinister & amp ; desperate # BeneathHumanity,OFF,TIN,OTH
796,49326,@ USER Apparently this POS doesn ’ t know that Viacom bought out BET . It went from black ownership to white ownership🤣🤣🤣🤣🤣🤣,OFF,TIN,IND
797,94558,@ USER @ USER @ USER The SPLC have also listed Antifa and BLM a well soooo ...,NOT,,
798,38533,"@ USER Has your network/organization put out a report on actress Li BingBing ? ? ? Some report say she is missing '' , other report say the Chinese Government ha abducted her ? ? ? ? What the heck is going on ? ? ? ? ''",OFF,UNT,
799,15397,@ USER @ USER of Vote her butt right out of office . # DianeFeinstein is part of the problem in America not part of the solution . Her old idea and # ClarenceThomas trick will not work this time . # VoteRed # KAG # ConfirmKavanaugh # ConfirmCoachK # MAGA URL,NOT,,
800,72883,@ USER @ USER @ USER @ USER @ USER @ USER Congratulations !,NOT,,
801,36375,@ USER The war on free speech = ANTIFA URL,NOT,,
802,58113,"% of the refugee coming into Canada , for all the PMs handout already have legal status in US , ( therefore not refugee ) but they still come and happily a the Liberals welcome them with Canadian ... URL",NOT,,
803,32558,@ USER Desperation ! Abuse of my power cause he is losing his mind,OFF,TIN,OTH
804,94326,@ USER # beaboutit anyone in California see how utterly defenseless their gun control agenda make people ? Bravery backed by effective tool prevents loss of life . Good on this guy ! Be willing to win at any cost !,NOT,,
805,43832,@ USER Gon na be a bitch to re-write this one .,OFF,TIN,IND
806,31483,@ USER @ USER @ USER So ist e ! # TheDeepState # Jesuiten # Cabal # satanist # NWO # KalergiPlan ~ # KalergiPreis # WhiteGenocide # COMMUNISM # Antifa # AlbertPike ‼️ # DrainTheSwamp # LockThemAllUp # Guantanamo # EXPROPRIATE # QAnon 🐇🕳️ @ USER @ USER @ USER # POTUS # Trump,NOT,,
807,86646,@ USER I bet she ` s had more prick ` s than a second-hand pincushion ! # MAGA 🇬🇧🇺🇸,OFF,TIN,IND
808,85685,@ USER @ USER She should but probably can ’ t stay awake long enough to leave the country . Said she would move to New Zeland but I see she is still here . Too bad,NOT,,
809,74229,@ USER You are in my top . Among the syndicate bos are @ USER and @ USER I 'm sure the of you are ready to retire happy knowing this . Lol . Been a fan since lgn & amp ; f ! We have all grown up .,NOT,,
810,10363,@ USER @ USER @ USER @ USER @ USER Meme wa circulated during time antifa rioted and the left either ignored or celebrated them and of course not fool .,NOT,,
811,44034,@ USER @ USER @ USER @ USER @ USER Antifa- haha it ’ s not exactly a big movement but ok .,NOT,,
812,39683,@ USER - - : Congratulations ! You are on no blocklists that we can find by scraping publicly available blocktogether list Please check my follows for people incorrectly blocked - URL,NOT,,
813,36677,@ USER @ USER @ USER @ USER I think it ’ s a political impasse- Conservatives aren ’ t going to vote to force a GE and TM isn ’ t going to allow remain on the ballot paper ?,NOT,,
814,57843,". @ USER The referendum wa n't about whether GDP go up by % or down by % , it wa about leaving political union and becoming an independent country ! That is the issue that neither the Conservatives nor the Labour party wish to address . '' URL",NOT,,
815,12018,@ USER Just like gun control ... Obozo is a conservative greatest asset to win election ... when he talk we win ! # RedWave,NOT,,
816,83590,@ USER @ USER Maybe he is making amends before # OpenSelection pass at conference .,NOT,,
817,67476,@ USER If they admitted they are lead by and cater to sex criminal exclusively it would be harder to condemn liberal and leftist a degenerate deviant cultural marxist,NOT,,
818,35652,@ USER I ’ m SO GLAD you left ! You didn ’ t deserve that disrespect and it wa in all likelihood just going to get worse . You deserve someone who ’ s PROUD of how smart and amazing you are . Someone who doesn ’ t want to dim your shine to make themselves feel better .,NOT,,
819,12223,@ USER ANCIENT HOMIES COULDNT HAVE COCK COCKS FIGHTING BECAUSE THAT WAS LITERALLY ILLEGAL IN ATHENS FJSHDHJS,OFF,TIN,GRP
820,29053,@ USER Doomentio,NOT,,
821,49452,@ USER She is fucking delusional,OFF,TIN,IND
822,56645,@ USER @ USER @ USER @ USER Is n't it great how liberal ignore the pain of their victim because they are democrat . It is really sick .,OFF,TIN,IND
823,22429,@ USER He is such a good ad for conservative,NOT,,
824,92803,@ USER No we can ’ t be losing AB he is literally our whole offense,OFF,TIN,IND
825,30471,@ USER noticed you broke away a soon a the senate started talking about the great . growth rate and salary increase for employee . Your station is so crooked ! ! ! ! Also negative on the conservative and praise the liberal ! # DrainTheDeepState # crookedmedia,OFF,TIN,GRP
826,89521,@ USER I am not an anime fan by any mean but I do like her . She is a cutie,NOT,,
827,99444,@ USER Intruder alarm went off in my house this morning but I have a powerful weapon that this guy want to take away from me leaving me defenseless . It 's called gun control aka ban the gun .,NOT,,
828,93778,@ USER You are an absolute dick 😡,OFF,TIN,IND
829,63063,@ USER Well duh . That ’ s who he is . He defends other abuser so they ’ ll defend him .,NOT,,
830,65422,@ USER @ USER @ USER Well then I guess it 's totally fine to attack his character then . My mistake . I mean what right doe an American who wa the victim of gun violence have to call for stricter gun control law anyway ?,OFF,TIN,IND
831,89002,@ USER He is mocking non-victims claiming victim hood .,NOT,,
832,66760,@ USER Either way # NY is screwed ! ! ! ! !,NOT,,
833,47345,@ USER I quite enjoy these tweet you are liking,NOT,,
834,56484,@ USER He 's qualified . 😂😂😂😂,NOT,,
835,71418,@ USER @ USER @ USER @ USER @ USER @ USER You missed the point . You don ’ t like being called a white supremecists bc you support Trump . So please don ’ t generalize that all Dems support antifa and violence .,NOT,,
836,33127,@ USER @ USER You can convert but it 's very hard and discouraged . If just your father is Jewish you are not Jewish,NOT,,
837,20413,@ USER @ USER Liberals act out of emotion . Not understanding the law . Then they go around condemning every who doe not agree with their completely fucked rational . “ Nobody believed woman for year . So let ’ s believe all woman ! Oh and screw the legal system ! Men are pig . He ’ s guilty ! ” Smh,OFF,TIN,GRP
838,95940,@ USER it all about you ... trying to sell your stuff do n't worry that everything is going to shit politically you must be Liberals,NOT,,
839,65852,@ USER @ USER @ USER @ USER @ USER Sis she is . And I did answer u but u are to focused on bashing me . Sis that 's just ur opinion . Mine is that she is a versatile artist and ha many good album . Say the truth for what it is . Just say u hate selena and go URL,NOT,,
840,24354,@ USER He and Obama must be copying each other doe any democrat have their own thought PLEASE ! ! !,OFF,TIN,GRP
841,74402,"@ USER @ USER @ USER It would n't surprise me a bit . Just like they falsely call conservative , Fascists '' and justify physically attacking them . `` Trump 's a Nazi , kill him ! '' . It 's just a matter of time before they suggest it . ''",OFF,TIN,IND
842,34179,@ USER Hey I don ’ t actually really care about celebs . I ’ m / out of the loop with celeb news because I don ’ t have any interest in western celebs . If anything you should re ’ evaluate how you view celebs since you are the one placing a personal vendetta against someone for something-,NOT,,
843,64113,@ USER You are amazing ! Hope you have an incredible future . Thank you for your contribution to this community,NOT,,
844,89395,@ USER @ USER @ USER @ USER Your reply make no sense,NOT,,
845,32684,@ USER Yes ! ! ! Love it ! You are gold ! 🙏🏻❤️🙏🏻,NOT,,
846,52786,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER Shush it make the ship make more sense,NOT,,
847,75079,@ USER he is,NOT,,
848,13104,@ USER Actually she wa having a tantrum .,NOT,,
849,95713,@ USER She is ! 🙏🏻❤️,NOT,,
850,14647,@ USER Of course you are ! !,NOT,,
851,57111,@ USER When is LVMPD and MGM going to be held accountable for # VegasShooting and it 's subsequent coverup & amp ; knee jerk Gun Control ? Anyone else find it curious that the first surveillance video released by MGM wa in an exclusive to the New York Times ?,NOT,,
852,24410,# DueProcess not permitted for # Conservatives but # documented evidence against # Democrat can ’ t be believed # DoubleStandards # ConfirmKavanaughNow URL,NOT,,
853,30198,@ USER Check in at the Fake Shooting . URL,NOT,,
854,92848,@ USER @ USER @ USER Its a shame that you are not on TV,NOT,,
855,50573,@ USER Why would you do this on a weekend with a major festival in Stanley Park a well a closing down Nelson street off burrard ?,NOT,,
856,44524,# RSSReachesOut so called Liberals exposed ..Want talk with Terror State .. But Boycott RSS covention .,NOT,,
857,19061,@ USER Lol they have no idea Nazis were socialist . Their complete inability to grasp reality is so mind blowing . Antifa is no shit calling for a civil war to defend slavery . The confederacy considered Lincoln a fascist too ... hmmmm .,OFF,TIN,GRP
858,86448,@ USER @ USER Lol these are exciting time ... '' God he is the worst '',OFF,TIN,OTH
859,69360,( Good for you Gov ) Gov . Cuomo get endorsement of nation 's largest gun control group : URL @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER,NOT,,
860,55197,@ USER Sam ’ s act is working . I swear she is acting !,NOT,,
861,51434,@ USER @ USER That is Rachel Madcow 's mother . No doubt about it !,NOT,,
862,14209,@ USER Do n't think she did much to accomplish that goal !,NOT,,
863,45523,@ USER So will this all be hidden like the liberal hid everyrhing about the failed Nipigon bridge ? ! ? ! Huh ? Our money and we are barred from the truth sickens me . They are communist,NOT,,
864,87127,@ USER Congratulations # POTUS # MAGA,NOT,,
865,92949,Too bad life suck u # schiff brain 😂 ur going down along wi ur other CRIMINAL friend . Only red line crossed is the LIES U TELL . U will never b anything more than the belly of a SNAKE # MAGA # TRUMP # schiff brain URL,OFF,TIN,IND
866,20729,"@ USER @ USER Let 's focus on Kavanaugh . Bringing up other case to make an argument about hypocrisy is irrelevant . It 's like saying , Let 's not investigate this bank robbery because liberal have robbed other bank . '' Try to focus . ''",OFF,TIN,GRP
867,89421,@ USER @ USER @ USER @ USER @ USER She is going to be heartbroken to see you and you follower go . Bot bot bot .,NOT,,
868,29695,# prouduncle 😍 she is the finest cheerleader of them all💙 te amo stinky butt💝 URL,OFF,TIN,IND
869,71736,@ USER @ USER She is done out here .,NOT,,
870,36051,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER Thank you for your support,NOT,,
871,14179,@ USER @ USER what is this shit right over here ? I also showed to my polish friend and they are quite triggered,OFF,TIN,OTH
872,63061,@ USER Remember Tina . You can always sleep when you are dead ! URL,NOT,,
873,51408,@ USER @ USER PURP HE IS CHRIS ... . IM THE REAL CJ UNTIL FURTHER NOTICE 😂 # PSA,NOT,,
874,48736,@ USER PLELLEEAAAASEEEEE I LITERALLY SOBBED SO HARD AT THIS SCREEN WHO DOES HE THINK HE IS LOOKING SO BEAUTIFUL WHILE HE SLEEEEEEEPS,NOT,,
875,51768,@ USER @ USER can you please tell jimin even if he know just how amazing he is and that he actually saved my life no joke we 're really thankful and please be safe and healthy i pray for you every single day and minute to be protected and safe 💜Thank you @ USER,NOT,,
876,74078,@ USER Its @ USER fault..she is cheat,NOT,,
877,65529,@ USER Hold up this for real ? Am I reading that right ? Everything is free ?,NOT,,
878,51118,@ USER @ USER @ USER Oh and higher unemployment and witch hunt and lynch mob and antifa communist parade ... you can have all that shit and let Hollywood decide how you feel .,OFF,TIN,OTH
879,12264,@ USER @ USER @ USER wow @ USER are these the type of folk we want teaching the already confused millennials ?,NOT,,
880,34675,@ USER I think he is hurt,NOT,,
881,12803,@ USER Awesome Job Mr. President Trump ! ! MAGA,NOT,,
882,59703,@ USER EVERYTHING is an issue with Muslims..go live in another country like Iran..,OFF,TIN,GRP
883,73118,@ USER @ USER @ USER @ USER @ USER I did not admit anything ! Read my Tweet again please ! English is my rd language but I am rather good at it ! Antifa are the Nazis ! They can name them self the Messiah they would still be thug fighting against freedom and free speach ! BTW free speach is not hate speach . Man up !,OFF,TIN,GRP
884,92323,@ USER @ USER Yeah we need gun law like Europe so it 's really hard for bad people to get gun . URL You people are clueless about gun,NOT,,
885,26447,@ USER Holder wa held in contempt of congress . Why is n't in prison for Fast and Furious ? How about for murder ?,OFF,TIN,IND
886,66845,@ USER EXPOSE these demon violating our Constitution with violence & amp ; threat to run govt instead of winning at the poll ! Name them domestic terrorist & amp ; jail them all .,OFF,TIN,GRP
887,78996,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER Now do Black Lives Matter . And Antifa .,NOT,,
888,61664,@ USER @ USER Kavanaugh wa on the short list over a year ago . If liberal think this is a good idea just imagine how many people in the future with zero evidence + yr later including where and year can accuse people then ruin their life including these liberal and politician .,NOT,,
889,57245,@ USER Here ’ s @ USER helping improve how woman are to be watched in sport . 🙄 URL,NOT,,
890,29880,@ USER 😅😅😅😅😅😅😅😅😅 gun control fun a statue of a stupid child under a desk are going to change people if that is the case they are stupid because i for will not give up my firearm or free speech or my right to no one or no government ! Fuck you !,OFF,TIN,IND
891,85882,@ USER @ USER @ USER Republicans platform -take away healthcare -harm the environment -take away child -take away woman ’ s right -do not believe in rule of law -voter suppression -gerrymandering -take away social security -no limit to gun control -explodes the budget # VoteBlue,OFF,TIN,OTH
892,81239,@ USER @ USER Then maybe we can talk about the double standard between liberal and conservative at @ USER Somebody is always a victim .,OFF,TIN,GRP
893,99454,@ USER She is so beautiful but look like dad,NOT,,
894,66048,# QAnon @ USER # MAGA For those who think nothing is happening ! URL,OFF,TIN,IND
895,98294,Rosenstein ’ s Attorneys ‘ Helped ’ Vet Kavanaugh – Now Sexual Abuse Charges URL which go back to his highschool day and ca n't be proven & amp ; Named witness DENIES # Pathetic # ConfirmKavanaugh # PJNET # CCOT # maga # KAG # Trump # NoMoreProgressiveLiberals,OFF,TIN,GRP
896,77789,# sorrynotsorry If you breastfeed your child who end up having a milk allergy and so you just SWITCH to formula are you really putting your % into parenting ? ! No you are being lazy ! Change your diet go lactose and soy free so your baby can have the best of the best .,NOT,,
897,65560,@ USER Sorry to read this . You ’ re doing the right thing to report it and warn u all about them . Needless to say you are none of the thing they say . Stay strong .,NOT,,
898,19380,"@ USER @ USER It is not a crisis '' . The Conservatives think everything is a crisis- the asylum seeker , the economy , TMX now NAFTA . Just relax guy the adult are in the room . ''",NOT,,
899,98740,@ USER Has any ex Obama administration personal not yet ? See a pattern here folk ! Their actually doing this publicly . The msm is their partner in this treason . It ’ s a attempted coup d'etat ! ! !,OFF,UNT,
900,79813,@ USER Thanks for keeping u in your thought and being so kind to fans🌸❤️ . Just know this cool cat is gon na drag many great thing into our fan life !,NOT,,
901,30337,@ USER Fuck u,OFF,TIN,IND
902,65495,"... She is our north star , amongst the many star that pas away to fill the night sky with brilliancy . '' I can not begin imagine this a a parent but am so grateful & amp ; humbled for the time however brief w/ so many shining star who continue to guide all of u ... URL",NOT,,
903,41605,@ USER Remember : You 're talking about the same medium that never question the assertion that everyone on the Right is a Nazi and Antifa is just a group of protester .,NOT,,
904,79120,@ USER Yep this is the world the liberal want to live in .,NOT,,
905,92999,AAA DIBALES DONG😘😘😘 URL,NOT,,
906,67391,@ USER Niggaz buying pussy bitch trying to buy love ...,OFF,TIN,GRP
907,12038,@ USER @ USER I do n't think he 's guilty ... .this is what you leftwingers do ... make up sexual assault claim about conservative .,NOT,,
908,58241,@ USER Yeah dangerous to question a scattered year old account pushed on the eve of a nomination with the liberal saying they will stop at nothing to derail judge Kavanagh or any of Trumps pick ? Delete your account ...,NOT,,
909,21369,# TBT That time when @ USER gave u a shout-out on their blog & amp ; we felt like the coolest kid in town . 😎 From # NCDD.org blog : Creating a Welcoming Environment with # Conservatives with The Village Square - # ReviveCivility # ToTheVillageSquare URL,NOT,,
910,91579,@ USER # Rimmy Antifa @ USER Can this young working class proletarian join your cause URL,NOT,,
911,48534,@ USER @ USER I 'm also a Prohibited Possessor thanks to Obama and his every soldier ha PTSD crazy administration.Ca n't get life insurance either.Still support the NRA and the work they do for gun rights.Hoping Trump will fix the wrong of labeling veteran a a mean to back-door gun control,OFF,TIN,IND
912,22086,@ USER Does not suffer fool and ha seen enough shit to last nine life .,OFF,TIN,OTH
913,26472,@ USER He is the eggman .,NOT,,
914,56844,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER Sorry my love I know you will be disappointed maybe I 'll stand in my next life time ❤,NOT,,
915,57050,@ USER Awww his poor pocket . Try something else,NOT,,
916,86879,"@ USER GOP , Conservatives , Evangelicals , Traditionalists '' Catholics are all hypocrite . ''",OFF,TIN,OTH
917,80462,@ USER @ USER LMAO ... .YOU SUCK NFL,OFF,TIN,OTH
918,55281,"@ USER @ USER @ USER Well , they 'll cut out page and replace it with saying everyone need more chlorine '' C'mon are you chicken ? ''",OFF,TIN,IND
919,93035,@ USER Believe the woman . What person would volunteer for the shit show she is about to experience if it weren ’ t true . I stand in solidarity with Christine Blasey Ford .,OFF,TIN,IND
920,66585,@ USER All communist Democrat socialist are bad human .,OFF,TIN,GRP
921,38143,@ USER Hmmm ... they piss off the portion of the population that actually supported football and are shocked their number took a nose dive ? Shocking !,OFF,TIN,IND
922,31945,*Gets Period* You are the cause of my 𝓭𝔂𝓼𝓹𝓱𝓸𝓻𝓲𝓪,OFF,TIN,IND
923,51513,@ USER @ USER Good grief . So this is how we calm antifa people ? Throw chicken nugget at them ? How ridiculous are they ? I ’ d think it wa funny if it wasn ’ t rewarding bad behavior .,NOT,,
924,76107,@ USER @ USER @ USER Just because it is n't a sexy diagnosis doe n't mean it get low quality care . You are making an incorrect assumption .,NOT,,
925,39965,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER Keep it going let ’ s all remember VOTE ! ! ! VOTE RED ! ! Let ’ s do the # MAGA for our 🇺🇸🇺🇸 . 📣Yaay ! ! # MAGA ! ! 🇺🇸🇺🇸🇺🇸🗽🗽🗽💥💥💥🔥🔥🔥🌪🌪🌪🌪🌪🌪🌪🌪,NOT,,
926,13100,@ USER Antifa took over for them .,NOT,,
927,91193,@ USER @ USER This is why Gun Control is such a horrible idea no matter what the reasoning it it result in this kind of thing .,NOT,,
928,66398,@ USER Thus far the only people getting shot and kicked out of place are conservative . # MAGA # WalkAway # ConfirmKavanaugh,OFF,TIN,GRP
929,89774,@ USER lol.. why do n't they ever do it in the head to protest trump.. also are n't these people all for gun control ? tweet tweet . URL,NOT,,
930,35786,@ USER Yeah I 'll not take my gun control policy advice from a Jean 's company . Beyond that trump die hard are almost enough that the snowflake they claim to dislike and themselves are hard to tell a part,OFF,TIN,GRP
931,40617,@ USER @ USER ⛏️ hmm.. closest emoji to a shovel go figure ...,NOT,,
932,17573,@ USER @ USER Let ’ s not discus fault rn . If this happened he is % to blame . Let ’ s first get reasonable amount of evidence before presuming he is guilty,NOT,,
933,10845,@ USER Donald Trump a President,NOT,,
934,69671,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER At least he is trying he is not busy tweeting hate tweet like u n your buddy aka Bishop Jonso ! !,NOT,,
935,13641,# YESonKavanaugh Yes because it is the right thing to do Yes because conservative are in power Yes because Democrats are miserable human Yes because we are sick and tired of the tantrum from the Democrats Yes because they FREAKING LOST THE ELECTION ! Please add more reason ! ! ! !,OFF,TIN,GRP
936,42447,@ USER @ USER Why because Ford accused him of something year ago and won ’ t testify . Liberals he ’ d this for month and came out now . I think liberal are the one who took a gamble,NOT,,
937,92257,# Manitoba - # NDP leader Wab Kinew on the # carbontax URL Are you proud of yourselves @ USER and @ USER You allow the NDP to come at you from the right ? You 're all a insane a the # Trudeau # Liberals # Winnipeg # Canada # MBpoli,OFF,TIN,OTH
938,43196,@ USER Hello ! ! You used to date Anthony Weiner ! ! ! What doe that tell u about you ?,NOT,,
939,28621,@ USER & amp ; sicking their attack dog ( # antiFa / # resist ) and blaming the right .,NOT,,
940,26317,@ USER HAHAHAHAHAHAHAHA ! ! ! She may need to change her strategy . Acting like a spoiled child ... throwing a tantrum and showing the world what a sore loser she is ... on national television ... is n't a great way to improve how anyone '' is viewed . '',OFF,TIN,IND
941,70481,@ USER @ USER @ USER @ USER @ USER Oh it ’ s ok because reversed the most important issue on mental health he got rid of the mental health condition on gun control . Great job ! What a guy ! He is a liar proven over & amp ; over again . But you worship away that ’ s your right,OFF,TIN,IND
942,37877,@ USER People will get it regardless of the wall . Kind like gun control argument .,NOT,,
943,33412,@ USER You are hilarious and way too good to me .,NOT,,
944,61942,@ USER A quick way to get yourself killed . Thanks Antifa !,OFF,TIN,IND
945,99091,@ USER Republicans are underestimating the fever of the liberal to get rid of Trump .,NOT,,
946,84660,this cant be legal ... Right ? # KAG # MAGA URL,NOT,,
947,27631,@ USER WAPO what an idiot comment you are a disgrace to journalism VERY SAD,OFF,TIN,IND
948,51449,@ USER @ USER He is . We ’ ve been saying it for year . Uncle Christopher is Tristan while Aunt Carla is Bickle .,NOT,,
949,40674,@ USER That suck 👎,OFF,TIN,IND
950,57610,@ USER @ USER Ik what other rapper think of him . But only cause he is anti-drug and honestly I think his music is good .,NOT,,
951,24531,@ USER Happy Birthday ( s ) !,NOT,,
952,82680,@ USER Funny how liberal and liberal star hate the folk that make them and give them the very fame and power which they can ’ t live without,NOT,,
953,78494,@ USER Both side have promised wall SINCE ever y should ANYONE BELIEVE ANYTHING THEY SAY ? ? ? ? ? ? promised since,OFF,TIN,IND
954,21564,@ USER @ USER @ USER @ USER To be fair . I ’ m positive most liberal are just blob of cells..,OFF,TIN,GRP
955,32067,@ USER You aren ’ t a member . Butt out,NOT,,
956,21265,@ USER I don ’ t think jack know too many conservative . I ’ ve never met one that didn ’ t want to lecture me on how everything should be “ run like a business ” and we should all just work harder and follow the rule .,NOT,,
957,56419,@ USER Then it ’ s time to indict trump if you are pro-law .,NOT,,
958,35164,@ USER @ USER Target environment keep getting richer .,NOT,,
959,87824,@ USER @ USER She is such a disgusting hypocrite !,OFF,TIN,IND
