id,tweet,subtask_a,subtask_b,subtask_c
23648,@ user @ user il say ’ know predator ? anyone else coming mind ? buehler ... ..that ’ called transference typical expected .,0,,
84458,@ user mean ’ right took predominately black genre became one greatest ... aspect yes yes url,0,,
41745,pm rd round : gun control whining sen blumenthal hand still shaking like leaf tell judge get real world . millionaire idea real world . @ user @ user # kavanaughconfirmationhearings,1,1,0
55081,@ user awh shit .,1,0,
35442,@ user disgraceful,0,,
87262,"( ) ... so-called liberal anarchist . - protocol wise men zion , behold pale horse william cooper ''",0,,
88396,@ user ’ forget homeless district congressman ,0,,
23476,@ user @ user # doasisaynotasido conservative .,0,,
22824,@ user nove # reputationtour # pcas # theconcerttour,0,,
64977,@ user @ user liberal trump hater leak bit classified intel 's patriotic right thing . '' presidnet trump order entire document declassified country dangerous potentially harmful right ? hypocrite pathetic . '',0,,
89377,@ user @ user @ user @ user lol troll im glad went away u trump supporter told gtfo . thank god got real superstar @ user going actually fight everyone matter choose vote . n't awesome ! please join u rly need ur help !,1,1,0
55563,@ user blast watch,0,,
43978,@ user need gun control,1,1,2
82217,@ user @ user prove claim exposed lying piece shit . meanwhile ... url,1,1,0
25216,@ user @ user i nigga fall asleep soft,0,,
63699,@ user @ user @ user quran see much atheist brave ... hindu figured type attention grabbing big bos wan na people worth ... go live minute prime time covered life ... lord krishna follower n't care,1,1,0
36003,@ user @ user hell would want gun control think trump 's tyrant ?,0,,
51395,@ user @ user pssst bono 's as,0,,
73521,@ user @ user car great china demand reduced lot expected increase . 's answer right . maga,0,,
44535,@ user confirm kavanaugh ! # maga,0,,
26995,@ user @ user give kid break ! trying bring change ! desperately need something change violent society !,0,,
59415,@ user @ user n't disrespect sharpie like bro definitely brand shit back dollar tree ,1,1,0
49323,@ user get knee ? spends lot time getting '' ... high priced bj giver ?  '',0,,
44289,@ user 's real antifa asking broken bone black eye,0,,
84988,f k e n e w e v e r w h e r e  guess !  # # maga # wwg wga # patriotsunited # qanon # qarmy  url via @ user url,0,,
17781,@ user @ user @ user @ user @ user excellent timing ! url,0,,
22001,@ user bro twinsie resemblance brother uncanny ! year old - maybe long lost bros ? would make u bros ! lol url,0,,
56010,@ user got dumbest thing ever .,1,0,
29316,@ user @ user ’ never heard thankful . shit canada . police . history . conservative .,1,1,2
23196,@ user 's hair . polyester fiber yoda ( ) puppet .,0,,
86772,great tweet ! please retweet ! # patriot # deplorables @ user @ user @ user @ user @ user # walkawayfromdemocrats # backtheblue # rapistdemocrats # frauddemocrats # maga url,0,,
61026,undertaker taking maga bit seriously smh url,0,,
62318,@ user trump 's maga . hee haw ! ! ! !,0,,
69675,@ user @ user @ user @ user @ user sound like ’ talking people ! ! ! ! # maga url,0,,
93983,@ user @ user imagine dr ford member minority . antifa would firebombing judge ’ residence . # identypolitics,1,1,0
37000,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user found - please fb ? url,0,,
51351,@ user @ user two people ran president one bought paid nomination . american people decided elect president trump . embarrassed democrat liberal left president trump . question moral judgment .,0,,
22354,@ user dillusional !,1,0,
31185,@ user ’,1,1,0
76403,@ user goodell one worst thing ever unleashed pro sport . useless ! ! !,1,1,0
77007,@ user @ user jesus save u . ask . # jesussaves  pray often . included prayer god also save # connecticut & amp ; usa . think need people praying . living praaaaaaaaayeer ! ''  url,0,,
68404,@ user ’ opinion mine best country,0,,
41881,@ user master none fucking good .,1,1,0
86795,maga 's url,0,,
85114,@ user @ user local government taken ! ! ! ! imagine government worried pocket rather people .,0,,
92563,# taxpayer funded ‘ unprecedented ‘ # armed protection # guncontrol sen. # kamalaharris | breitbart url via @ user,0,,
55592,@ user give norm show ! ’ funny ,0,,
91073,.alina_ae hah ! make think friend catherine back home & lt ; / mighty hunter !,0,,
19533,@ user @ user mean planning starting tour february like said likely go sale end september-beginning october somewhere around,0,,
11197,@ user @ user @ user @ user prof 's plant . motivation crystal clear . definite bias . definition far right interesting since 's proven time liberal play smear campaign time . accuser disappear .,0,,
49638,@ user @ user press '' get letter ? ? ? ? ? # maga '',0,,
18562,@ user @ user little as boy,1,0,
97317,@ user think part russia conspiracy . plenty evidence soon found locked !,0,,
64213,-being food stamp -liking boys/girls liking -not knowing -your body size -not knowing something -scared ask help -not dating someone -what wear,0,,
96455,@ user @ user waste time ? irrelevant .,0,,
67634,@ user currently url,0,,
18710,@ user name reason ? url,0,,
12554,@ user @ user @ user show liberal decent people ,0,,
77081,@ user @ user admired woman country fight frontline discrimination ... support all..,0,,
72471, truthfeed news   'just : fbi deal yet another devastating blow democrat kavanaugh ’ accuser ' # maga # # prolife url,1,1,0
60779,@ user awesome . love hearing destroy liberal trudeau,1,1,1
83174,@ user @ user @ user house price increase nothing immigration . lack affordable housing mainly government building inflated price bank lending practice . url,0,,
42634,@ user factory ’ coming back u n movie ... sum worth n.. cause sling shit show intelligence..,1,1,0
79021,"@ user republic crisis . people elected man could give u chance save like socialist democrat , antifa , mob rule , resistance '' . tread carefully word dangerously close seditious conspiracy . ''",0,,
85039,@ user funny ,0,,
80705,@ user deranged demented perfect match democratic party,1,1,2
93689,@ user amenadiel 's favorite . massive triangle shape ... actor hot ... . big connection spot ... . kiss fingertip,1,1,0
60054,@ user @ user liberal full hate yet talk like morality anyone think differently . funny word action never match pretend preach . imposter human decency . emotionally politically bankrupt .,1,1,1
62224,divided self “ name legion ” demon possession overall marked loss freedom . gadarenes u url # ergnews # antinazigr # antifagr # antifa # stopthehate # goldendawn # gdtrial # jesuschrist # jesussaves # jesusislord # jesusisgod # prayer # hope url,1,1,0
95720,@ user @ user found name forgot .,1,1,0
58290,@ user ... ... ..thank god mosque ! !,0,,
27133,# qanda happen predicted fall society ssm . religious conservative right one running muck government .,1,1,1
87779,@ user liberal supply modern fighter ! url,0,,
27718,@ user @ user sure lying ?,0,,
28337,@ user still best option,0,,
14274,@ user literally skinny stop playin,0,,
54495,@ user yes get ,0,,
93762,@ user bernie ! congress long ? getting closer death bed since old dirt.. concern ? many bill try write endorse decided run potus ? tell ! ! !,1,1,0
58303,@ user  nigga hit em wit well lowkie,1,1,0
68739,@ user ... url,0,,
56067,@ user dam sexy !,0,,
90186,@ user frustration began subside felt hand upon . tone within voice soothing . 's sometime someone need . one important '' center piece + ) '',0,,
82363,"@ user really wonder badly 're going take see result november th , given way thing seem looking . pretty badly , bet . 'll accusation kajillions zombified illegal alien '' voting , protected `` antifa supersoldiers '' . ''",0,,
26169,@ user @ user ‘ antifa ’ crowd ? quack .,1,1,0
27700,@ user thank saving dog ! ! ! ! people asshole,1,1,0
91508,@ user @ user also see appalled doxing ford ’ address . appalled doxing ice agent antifa advocating family physical assault ?,0,,
21381,@ user supporting ur game year u know time u giys free able communicate like & lt ; hopefully brother,0,,
19183,@ user crazy funny jim used . 's funny crazy become .,1,1,0
71033,@ user answer question yesterday whether country could keep law enforcement officer safer gun control law subject limitation nd amendment ? url # alpolitics,0,,
12468,@ user 're pleased hear ! welcome .,0,,
44239,@ user @ user “ child “ party drinking alcohol ? ? ?,0,,
88687,@ user omg ! ,0,,
46757,@ user keep good work liberal waste time cry pointing country move closer greatness ! maga,1,1,0
25678,@ user @ user look like joke liberal . # forttrump # poland # boomingeconomy url,0,,
66145,@ user @ user @ user thanks proving democrat ’ let people think . proving liberal talk . like senator feinstein pelosi . always go fact destroy . like politician puerto rico destroyed rob state financial resource,0,,
71319,@ user @ user @ user would destroy life . entire right wing juggernaut would run - every ex boyfriend interviewed etc . innocent party . ’ one trying grab lifetime power position .,0,,
64005,@ user coast guard put tweet pulled dude response team “ dealing ” . wanted b famous .,0,,
77848,@ user best president ever,0,,
38951,@ user @ user @ user @ user comment show refused engage fact fascist antifa approach use personal attack try bully way mythical win . research projection stop u look stupid !,1,1,1
11530,@ user @ user @ user believe say .,0,,
35718,@ user lisa . front row skinnier .,0,,
67645,@ user gun control correlation homicide rate . london ( gun illegal ) higher murder rate new york ( gun legal ) . read : url,0,,
33383,@ user proven record failure .,0,,
88044,@ user @ user true curtin !,0,,
39453,@ user @ user @ user @ user @ user @ user get tamir rice : let ’ assume child armed use maximum force mere suspicion . better idea would common sense gun control assuming year old win knife fist fight trained cop .,0,,
44883,@ user @ user 'm waiting snow-flake conservative '' become transparent scotus process . '',0,,
96120,@ user n't break shit.all make look foolish normal,0,,
92042,@ user @ user @ user using free speech idiot like rally counter protester showed armed willing engage kkk also came armed wrong dont make right group like antifa stated want shutdown free speech anyway possible,0,,
87192,@ user @ user phil right socialist new fascist like antifa . thanks soros,0,,
95960,concert goer shot dead jacksonville . -caliber smith & amp ; wesson . nra call gun control research 'unethical ' .,0,,
50225,@ user chicago strongest gun law nation highest homicide rate . gun control really work url,0,,
72010,gop voter better wake hell ! ! ! ! ! # rnc poll find # gop voter n't worried midterm . 's bad url via @ user # maga # tuesdaythoughts,1,1,1
26488,@ user @ user ’ accuse someone something like & amp ; expect come forward & amp ; testify ! ’ suppose believe & amp ; crucify ? sure u liberal think .,1,1,1
42884,@ user ’ done well . intentional th hour attack completely based hearsay want investigation ? think ’ find said said . feinstein admitted sat ready lockstep swamp .,0,,
92630,@ user making fun .,0,,
53327,@ user @ user great son & amp ; great brother n't go around like liberal antifa kkk hood beating stranger know nothing . go year brave people would never belong violent party democrat !,0,,
16082,@ user @ user please explain anti gun control desantis would somehow hold people accountable ?,0,,
61704,@ user lol okay cuz shit got ta discreet ,1,1,0
92483,@ user hope gutierrez ’ think help blue wave november midterm democrat ... way gutierrez take time last month honor roberto clemente birthday ? remember gutierrez ?,0,,
72886,@ user ’ believe close got ... thankful ok !,0,,
61039,@ user pappy big fat fool democrat ’ make look bad make look ignorant th level fool,1,1,0
60393,@ user mouth go one side smirky shit ’ like .,1,1,0
14289,@ user yes liberal v progressive really dumb banter go,1,1,1
88788,@ user bad as bitch*,1,1,0
69466,@ user mann ’ smoove booty like gee 🤷‍,1,1,2
46601,@ user die bitch,1,1,0
48427,@ user @ user show boat nothing show .,0,,
48900,@ user surprised . need fiscal conservative le solve illinois financial mess .,0,,
49239,"@ user conservative must join fight transphobia '' -national review , ``",0,,
94383,@ user @ user @ user @ user @ user @ user @ user @ user blindly ignorant . shameful people deep thinking lack vote,1,1,0
34028,@ user people # maga # winning url,0,,
70274,( young conservative know also one never focus power order phoenix too-many page harry 's teen angst . ),0,,
65093,@ user @ user @ user @ user @ user holy shit 's awesome,1,1,0
95254,@ user continues nosedive rating . % since last year . audience consists weenie liberal mommy basement . url,0,,
62553,willie ’ hurtful response former fan quit drove support little hippie beano . # maga @ user url,1,1,0
93475,@ user # maga aint gon na like,0,,
73149,@ user @ user without doubt !,0,,
48315,@ user ’ sorry going .,0,,
53176,@ user problem left ... .they ’ intelligent debate issue . want prove point ? norm question comment point counter comment . instead left silenced . show lack intellegence .,1,1,0
68512,@ user good news ! hope better soon !,0,,
97758,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user obvio # sinmaduroyo 🤪,0,,
88321,@ user @ user know right . piss busy giving credit scared death nc . ’ trust,1,1,2
54947,@ user hell ya,0,,
28642,@ user go @ user,0,,
40384,@ user @ user point bbc propaganda machine @ user know answer brexit disaster thats loud clear business & amp ; corporation mouth peace tory .,0,,
88394,@ user @ user @ user like carol funny ,0,,
37125,"@ user @ user , stay away pronoun '' . individual . btw , 'm justifying him/males ... 'm telling stay safe .  ''",0,,
17635,@ user thank antifa special brand authoritarianism look sargon akkad,0,,
80221,@ user stand ground conservatives.,0,,
28428,@ user evil ! dare .,1,1,0
82183,@ user b think idiot tham liberal .,1,1,1
34074,@ user @ user url must love djt do🤣🤣 obsessed .,0,,
30333,@ user fact disrespectful blatantly rude nothing situation🤪,1,1,0
78559,@ user @ user @ user withdraw . trump whole list conservative pick .,0,,
84950,@ user @ user @ user @ user yes . yes !,1,0,
59802,@ user brennan sure hell .,1,1,0
21112,@ user truly sad many thing shud talking abt gun control homeless getting kid back parent ’ 🦊news still talk abt u know donald trump truly separate country many way one way many way url,0,,
29229,@ user @ user @ user @ user cause dont think funny n't mean n't deserve show man . men work hard woman . business year 's . let pro handle,0,,
21807,@ user ’ exactly tweet ! ! well making fun liberal insanity ! !  god help ! ! ! ,1,1,2
75998,@ user @ user let 's focus gun control law focus border wall get money mexico,0,,
16449,@ user right like ... . name thing odd enough . location well .,0,,
69454,@ user since lebron eat as guess url,1,1,0
92044,@ user nobody care getting confirmed .,0,,
25898,@ user @ user @ user @ user pressure liberal may make change mind . goal end result . ’ care take get .,0,,
49740,@ user @ user make useful go bury head sand .,1,1,0
21614,@ user @ user people died official robbed n n't job,1,1,2
24879,@ user @ user @ user @ user coward answer question posted @ user factual staunch conservative pro israel post @ user positive fact counter canadian medium helping liberal trudeau assault conservative israel . either ignorant liar .,1,1,0
20137,@ user @ user last night year old daughter audrey broke bone lower leg . biggest hero ! talk meeting ’ phoenix time . chance could get “ get well shoutout ”,0,,
48675,@ user pop quiz # maga new antifa # democrat party :,0,,
66191,@ user @ user crazy frog antifa 's canon,0,,
58379,@ user heard ? lying jealous crony ? ? ?,1,1,1
72081,@ user @ user @ user gun control unconstitutional protects u shooter want shoot range .,0,,
70729,@ user lmao man people talking much shit yesterday . comment marvel stan twitter ? moe overused thanos joke ... url,1,0,
17427,@ user clearly compromised . supporting behavior unconstitutional . url,0,,
66257,@ user woman accusing kavanaugh stealing lunch money . accusing assault . need take responsibility .,0,,
55959,try aikido instead krav maga ? 🤔🤔 # aikido # kravmaga,1,1,0
25854,evidence-based # cdc # cdc word # bannedwords # orwell # doubleplusgoodspeak # maga # trumphasdementia,0,,
42309,day liberal judicial activism—september `` url # tcot # maga # rednationrising '',0,,
41413,@ user @ user @ user @ user @ user @ user @ user assure delusion god ( little ' g ' ) like .,0,,
97694,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user n't destroy bush-clinton crime family 'll face many like obama ! !,1,1,1
10637,@ user antifa muslim world,0,,
81991,@ user @ user knew pointless cry would add awful humidity ... ,0,,
39983,@ user alone,0,,
76063,@ user go hell,1,1,0
12812,@ user lucky bitch ! ,1,1,0
40221,@ user maybe would n't thing day little sensible gun control fucking country .,1,1,2
37799,@ user flake ... .well named .,0,,
48376,@ user @ user obesity high list . people still care gun control url,0,,
15689,@ user think . infinitely funnier . obviously..d'uh huh . ''  '',1,0,
41636,@ user @ user related weird lmao,0,,
62862,@ user # thankstrump 'start ' must get 'numbers ' ( zero ) 'any ' 'all ' mean 'necessary ' so-called 'refugees ' 'terrorist sexual criminal ' must stop 'cowards ' 'return ' 'their native land ' 'fight ' # maga # refugeesnotwelcome,1,1,1
81677,@ user @ user ’ doin part  check pussy . ’ hood still ’ say n word cause ’ little educated got way describe brother friend . feel way though many people going left unchecked .,1,1,0
13262,@ user austria,0,,
29954,@ user speaking best best utter disrespect ~ law enforcement ice agent first responder low middle high class race religion disagree mr # creepyjoebiden gravy train punk ! # joedonttouchsomuch biden dirty hand joe,1,1,0
17332,@ user awesome win ! ! truly believe american sick death left trying destroy america change country never intended . go vote america maga ! thank president trump believing country keeping promise .,1,1,1
78127,@ user nobody voted ... right wing @ user seem desperate deliver !,0,,
35201,@ user @ user good u serious omg,0,,
51869,@ user @ user calling conservative hillbilly ... hmmm ’ original . funny many “ poor hillbilly ” tweet income iq ’ time higher . humour suck btw .,1,1,0
71525,@ user coworker sick as one work,1,1,0
69259,@ user nigga say stretch big ,0,,
72493,@ user gon na need whole as rant thread done utara loghat really feel haha,1,1,0
60356,@ user rest democrat love antifa alinsky tactic . # democratsaredangerous url,0,,
68699,@ user hello angel 'm really sorry bother message ca n't help beautiful . 🥀,0,,
50482,"@ user @ user look sweden , france , uk , europe changing . europe muslim continent . please watch youtube video title muslim demographic `` , scared death , unless muslim love islam . mind u , 'm african america . ''",1,1,1
66815,@ user @ user @ user @ user moment thought death sounded fucked sick first .,1,1,0
67447,# mediatoo : selective putrid outrage conservative liberal want u know moral ! ! ! url,0,,
40736,@ user thought california gun control,1,1,2
22872,. @ user also member opened sig also # cmalt # altc,0,,
27957,@ user fake . pic taken long game started .,0,,
49825,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user n't get right vibe yet feel like uproar '' 's affected yet . wait untill million+ inc full time work claiming hb tax credit subject uc 's owellian total controll . armageddon sink @ user,0,,
14223,@ user @ user one considering fact russia might using antifa spread black propaganda ? ? ? remember berlin wall ? ? ?,1,1,2
62842,. @ user hostile environment poorest vulnerable society keep rolling . much # christianmorals eh ? voted shit hang head shame . @ user # jc pmnow # poverty # disabilityrights url,1,1,0
69283,@ user @ user @ user @ user @ user @ user # brexit @ user @ user @ user chequer proposal disaster britain ! # chuckchequers ! url,0,,
89565,@ user @ user @ user @ user amazing organizer ,0,,
14433,@ user @ user jen ’ wear pearl . ‘ clutching ’ justice righteousness hope better horrific moment .,0,,
58398,@ user talk falling . good money year belichick go get one crafty white receiver lab .,0,,
77863,@ user poor german ... refugee violence antifa violence..it must nice live germanistan .,1,1,1
86874,@ user @ user @ user yep banning gun stop gun homicide . 'll also note 's close lowest number record . exactly would count evidence ? saying gun control n't stop violence 's failed ?,0,,
31309,@ user oh shit .,1,0,
83731,@ user probably wrote together pissing mcdonalds coffee .,1,1,1
90866,@ user anyone tab asia argento ? # metoo,0,,
91953,@ user @ user ’ trolling fuck cause ’ quick call mf coon minor disagreement,1,1,0
98670,@ user @ user hate @ user much . fucked whole franchise .,1,1,0
11829,"@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user gun control '' work gun  gun , definitely control . ''",0,,
40614,happy # constitutionday maga peep ! great time alive .,0,,
88903,@ user going destroy america like done many business care middle lesser america american care top % hopefully see light soon country sell product,1,1,1
29616,@ user person gun control narrative ? certainly must believe second amendment ! ? ! ? 🤣,0,,
69968,@ user @ user global clash liberal conservative . shastrartha style .,0,,
19073,"@ user @ user rae si n't say offense '' like tweet calling sad bitch , also im truly shocked ur l train year ''",1,1,0
24221,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user antifa nothing terrorist . # antifa # antifaareterrorists,0,,
60142,@ user love much 'm proud great actress today,0,,
10420,@ user @ user missing inmate number,1,1,0
54025,@ user ’ assume anti-jujubes ?,0,,
29339,@ user @ user @ user @ user @ user @ user @ user ... theyre setting horrendous precedent . horny teenage makeout session open interpretation hazy recollecting.. ?,0,,
21861,@ user n't flake left yet ? dare people hang man without evidence word loon repressed memory . '' sue bet shuts fast . '',1,1,0
62826,# mediatoo selective putrid outrage conservative liberal want u know moral ! ! ! : kavanaugh repub stand ! ! url,1,1,1
59275,@ user @ user @ user @ user @ user @ user @ user @ user ’ way rationalize world view believe anyone using logic russian bot . liberal ’ like logic fact counter belief ( ) tolerant opinion .,0,,
14306,@ user damn headgear lit suck im pc ubi plz console,1,0,
27802,@ user @ user proving # liberalismcausesmentalretardation # feminist cancer american republic,1,1,1
43332,/ . liberal pull kavanaugh ... .the next guy fine : democrat obvious . gon na smear everybody call rapist . url,0,,
72498,@ user liberal wo n't cry milk wo n't spill .,0,,
79232,@ user  ultimate tease,0,,
86345,@ user eric even know ?,0,,
64873,"@ user attention ! @ user publicizing list antifa target comprised trump supporter . high profile name , many everyday trump supporter . please report twitter . still suspended account . check list '' . ''",0,,
94554,@ user communist state controlled newspaper . much like # antifa would love see . country executes people dissent support . enough said . get twitter stream,1,1,0
70231,@ user @ user fully support antifa . give money . white nationalism cancer proudly multicultural society . illegal . germany . two war issue . white nationalist lost . done discussion .,1,1,1
20095,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user president trump post message - cell phone . prepping internet social medium block .,0,,
37572,@ user @ user @ user @ user @ user @ user ’ . sheep . follow along fake news put everyone think kkk . antifa wannabe,1,1,2
14879,@ user hypocrite ! ! run commercial ur support gun control & amp ; protecting kid showing ur kid . really ! u support abortion . ’ difference gun ? kill ! @ user @ user @ user @ user @ user,1,1,0
96898,: late night thought .,0,,
19675,@ user liberal like never convince u become lazy entitled victim . keep trying . feel sorry son . raised someone impart mindset self-hate victim-hood .,1,1,0
15989,@ user @ user n't need make obvious desperate ... replaced '' comment enough indication prejudice xenophobic view stem ... '',0,,
84092,@ user first man movie accurate metaphor nwo globalist left -- give enough make believe 're truthful unless educated !,1,1,1
76896,@ user @ user ~ friend father . safe talk . ”,0,,
77901,@ user literally woke sexy,0,,
57645,@ user hey samsung website declined . time credit afford phone without as second one maybe next time even though hate iphone 'll buy iphone screw,1,1,2
88582,@ user @ user @ user ’ career medium work ... people admire . people think ’ piece shit ’ make far .,1,1,0
51900,@ user shame noting professionalism one day everyone want judge,0,,
60315,@ user @ user disgrace,1,1,0
90051,@ user @ user 's choice life ... would want someone wedding n't want . least honest .,0,,
86357,@ user @ user @ user @ user wtf think antifa mean,0,,
87687,. @ user oldest son president ronald reagan—lays case 'conservatives back # netneutrality ' url wonder % democratic republican voter oppose fcc 's repeal ! call congress today : url,0,,
20523,@ user @ user clear relationship strict gun control legislation homicide violent crime rate . '' interesting phrasing . particular question swearer go overwhelmingly international disprove correlation . '',0,,
32872,@ user @ user @ user @ user @ user @ user funny often see criticism federal police writes conservative liberal '' '',0,,
35710,@ user ’ jealous,1,1,0
70296,@ user @ user damn mind ! feinstinkle band leaked ! took lie detector test hired lawyer last month ! accusing judge crime year old proof ! ruining man life accusation proof stfu,1,1,0
94698,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user engaging brit antifa ? lost track .,0,,
50647,@ user convincing conservative ( loosely defined ) change mindset definitively crucial win . change come regardless anyway ... 's matter come 's already late .,0,,
97778,@ user @ user guess chicago kid go theu shit every day strictest gun control around !,1,1,1
29161,@ user @ user # liberal believe rule middle class hoping join . # ethic # friendsandfamily # cdnpoli # lpc @ user @ user @ user,0,,
69957,@ user police first right ? see unfortunate saying thing public others see even unfortunate say thing say public . extremely public figure using similar platform .,1,1,2
21206,@ user @ user @ user socialism implemented historically one effective stop measure civil war . knowing force/reasoning behind gun control '' becomes clear . clear picture process reading saul alinsky's-rules radical . '',1,1,1
12942,"@ user hi @ user know kavenaugh =liberals year . one want mention . big . send 'tree ' . 've away n't many follower . could stir 'kick-back ' , might make difference . principal 's rock solid . please retweet ''",0,,
69258,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user role gun control play school safety ?,0,,
23394,@ user @ user @ user really think mentally ill. family address issue ? maybe jared op-ed ?,1,1,0
42338,@ user @ user @ user ’ definitely feedback loop even warping perception within movement . labour faction often hate conservative,0,,
73842,@ user yeah oh ’ working day plan !,0,,
32062,heartbeat   # maga # kag absolutely ! url,0,,
96773,@ user still fucked respecting lgbtq,1,1,0
85550,@ user absolutely . special .,0,,
25908,# farright @ user # leader @ user # quoteoftheday deal deal '' 's # notrust # noconfidence party # crimesyndicate even # mafia investigator stated public record # toriesout # criminalsinuniform # criminalsoutofnumber # ge # gtto '',0,,
59041,@ user @ user 'll defend . think ca professor lying liberal pile horse dung . .,0,,
12774,@ user holy shit- brainwashed ya ?,1,1,0
95898,@ user thank gentle soul xxx url,0,,
75809,@ user yea jeff go . antifa terrorist organization,1,1,1
52021,@ user yeah go back faerie world handle shit,1,1,0
97939,@ user even conceding spot . url,0,,
54493,@ user @ user @ user ultra left thugaratti joke either . let ’ together condemn . antifa ? college riot ben shapiro speaking ? definitely condemn threat .,0,,
67338,@ user @ user @ user make number n't,0,,
50124,"@ user honestly , right election still hoped trump would prove secret democrat '' ( least issue ) would conservative mad depressed point presidency . obviously wrong . ''",0,,
11090,@ user 'm honestly surprised coming school . would vaping . noticed like accuse lot stupid stuff n't let get .,1,1,0
13152,@ user love endlessly ally  # askally help mom hospital advice,0,,
19264,@ user go away already !,0,,
97648,@ user @ user @ user @ user @ user spoke antifa blm . said lied .,0,,
90586,@ user neither antifa black life matter soros funded group,1,1,1
25709,@ user @ user @ user @ user @ user notice expression . didnt know intention . security behind urged walk away . great spirited man .,0,,
48417,@ user world need much much . antifa venom .,0,,
73062,@ user support trump . abomination !,1,1,0
90788,@ user @ user exactly adopt malam ? catalog article plain old bolaji & amp ; became malam politics & amp ; pleading fact . please,0,,
39762,@ user omg ! ! ! ! ! fucking hate dale ! ! ! ! ! !,1,1,0
90451,@ user @ user @ user @ user point trying make statement . ( ) trump chump guilty much worse anything antifa done goal trying make statement,0,,
39412,@ user @ user please declassify information american people know truth ! transparency ! ! # blueripple # kateswall # obamaspygate # noamnesty # nodaca # maga,0,,
95018,@ user never live ! know furious ! u imagine world leader thinking meet him‼,0,,
60290,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user volient action done defend one self . antifa goal stop bank monopoles nation .,0,,
94146,@ user @ user name alt right make people think right wing group.just like antifa fascist . blm really black life dont matter .,1,1,1
29307,@ user obama speaking unrestrained minute ... .trump could n't asked better gift gun control democrat shot proverbial foot url,0,,
63069,@ user @ user @ user mass shooter liberal white men . liberal control gun control .,1,1,1
43202,@ user aaaaaaaaa ’ exciting ! ! ! majority friend second year point blow ’ receive moving whole as country ’ hit yet ... . ’ film study hate apparently : / wbu babie,1,1,0
82230,@ user disgrace go home president anymore . breaking tradition former president stepping aside . longer obama ’ country country belongs people sheeple # maga @ user,1,1,0
59731,please # retweet  please # share  # thankyou  # love # share # life # money # crowdfunding # gofundme # monsterfunder @ user please # support ex dem fervent maga  # donate # today :  url,0,,
18269,@ user accuser actually need investigated . ’ interesting whiped social medium account . antifa member ?,0,,
21292,@ user @ user hillary ’ ever left convo trump lover . answer exposé every despicable trump lie swallow .,0,,
63015,@ user cut policing last year conservative police warned would detrimental important factor . lack youth centre play scheme another factor .,0,,
44366,@ user @ user @ user @ user @ user please tx ’ elect fake conservative . bought & amp ; paid soros money . many unethical thing personal history !,1,1,0
64145,**available position** teacher - special education mild/moderate interested/qualified apply link : url url,0,,
39469,@ user sorry ... nothing setup try appease socialist democratic wacked liberal . stupid,1,1,1
58198,. # maga # wwg wga url,0,,
17037,@ user follow money ,0,,
68280,@ user every politician surrender passport show faith @ user @ user @ user @ user @ user,0,,
36348,@ user lmao 's awesome,0,,
20123,@ user @ user know another liberal corruption ! !,1,1,1
53759,@ user @ user seemed bona fide quick check using ( nicking tweet saw ) . instance ; url,0,,
35961,@ user legit tweeted second the-,0,,
80143,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user stated awb constitutional . asked provide scotus case . response alleged support gun control complete non sequitur .,0,,
98359,@ user @ user take court,0,,
